feature	u	v	sig_level	power	estimated_sample_size
Cytoplasm_AreaShape_Zernike_6_2	1	240	4.17362270450751e-05	0.8	1350.77381388151
Cytoplasm_AreaShape_Zernike_6_4	1	240	4.17362270450751e-05	0.8	610038.34582255
Cytoplasm_AreaShape_Zernike_6_6	1	240	4.17362270450751e-05	0.8	9740.88660222363
Cytoplasm_AreaShape_Zernike_7_1	1	240	4.17362270450751e-05	0.8	539.976281198115
Cytoplasm_AreaShape_Zernike_7_3	1	240	4.17362270450751e-05	0.8	3386.11004496264
Cytoplasm_AreaShape_Zernike_7_5	1	240	4.17362270450751e-05	0.8	895.417918521807
Cytoplasm_AreaShape_Zernike_7_7	1	240	4.17362270450751e-05	0.8	1763.21464164334
Cytoplasm_AreaShape_Zernike_8_0	1	240	4.17362270450751e-05	0.8	366.760142878274
Cytoplasm_AreaShape_Zernike_8_2	1	240	4.17362270450751e-05	0.8	1238.35882573868
Cytoplasm_AreaShape_Zernike_8_4	1	240	4.17362270450751e-05	0.8	2792.54837291338
Cytoplasm_AreaShape_Zernike_8_6	1	240	4.17362270450751e-05	0.8	2167.28506728975
Cytoplasm_AreaShape_Zernike_8_8	1	240	4.17362270450751e-05	0.8	9203.80067045794
Cytoplasm_AreaShape_Zernike_9_1	1	240	4.17362270450751e-05	0.8	4860.09182299513
Cytoplasm_AreaShape_Zernike_9_3	1	240	4.17362270450751e-05	0.8	1301.2865823187
Cytoplasm_AreaShape_Zernike_9_5	1	240	4.17362270450751e-05	0.8	5302.95972805591
Cytoplasm_AreaShape_Zernike_9_7	1	240	4.17362270450751e-05	0.8	47376.7423065774
Cytoplasm_AreaShape_Zernike_9_9	1	240	4.17362270450751e-05	0.8	2761.21626364419
Cytoplasm_Correlation_Correlation_DAPI_GFP	1	240	4.17362270450751e-05	0.8	728.550141178451
Cytoplasm_Correlation_Correlation_DAPI_RFP	1	240	4.17362270450751e-05	0.8	761.626335551131
Cytoplasm_Correlation_Correlation_GFP_RFP	1	240	4.17362270450751e-05	0.8	313.510902169957
Cytoplasm_Correlation_Costes_DAPI_GFP	1	240	4.17362270450751e-05	0.8	647.15305027397
Cytoplasm_Correlation_Costes_DAPI_RFP	1	240	4.17362270450751e-05	0.8	133.90282222412
Cytoplasm_Correlation_Costes_GFP_DAPI	1	240	4.17362270450751e-05	0.8	247.467030952989
Cytoplasm_Correlation_Costes_GFP_RFP	1	240	4.17362270450751e-05	0.8	279.939030550255
Cytoplasm_Correlation_Costes_RFP_DAPI	1	240	4.17362270450751e-05	0.8	130.555941745053
Cytoplasm_Correlation_Costes_RFP_GFP	1	240	4.17362270450751e-05	Cytoplasm_Correlation_Costes_RFP_GFP	1
Cytoplasm_Correlation_K_DAPI_GFP	1	240	4.17362270450751e-05	0.8	123.892876481353
Cytoplasm_Correlation_K_DAPI_RFP	1	240	4.17362270450751e-05	0.8	151.116255172721
Cytoplasm_Correlation_K_GFP_DAPI	1	240	4.17362270450751e-05	0.8	316.35761667734
Cytoplasm_Correlation_K_GFP_RFP	1	240	4.17362270450751e-05	0.8	620.706522081
Cytoplasm_Correlation_K_RFP_DAPI	1	240	4.17362270450751e-05	0.8	367.587734014301
Cytoplasm_Correlation_K_RFP_GFP	1	240	4.17362270450751e-05	0.8	830.305730843833
Cytoplasm_Correlation_Manders_DAPI_GFP	1	240	4.17362270450751e-05	0.8	85.5291338498859
Cytoplasm_Correlation_Manders_DAPI_RFP	1	240	4.17362270450751e-05	0.8	1277.31417974374
Cytoplasm_Correlation_Manders_GFP_DAPI	1	240	4.17362270450751e-05	0.8	7087.92697805471
Cytoplasm_Correlation_Manders_GFP_RFP	1	240	4.17362270450751e-05	0.8	4172.4483041235
Cytoplasm_Correlation_Manders_RFP_DAPI	1	240	4.17362270450751e-05	0.8	1882.09432247393
Cytoplasm_Correlation_Manders_RFP_GFP	1	240	4.17362270450751e-05	0.8	74.9307991099825
Cytoplasm_Correlation_Overlap_DAPI_GFP	1	240	4.17362270450751e-05	0.8	4090.85104955384
Cytoplasm_Correlation_Overlap_DAPI_RFP	1	240	4.17362270450751e-05	0.8	232.634364365367
Cytoplasm_Correlation_Overlap_GFP_RFP	1	240	4.17362270450751e-05	0.8	764.849622783376
Cytoplasm_Correlation_RWC_DAPI_GFP	1	240	4.17362270450751e-05	0.8	92.0264330562347
Cytoplasm_Correlation_RWC_DAPI_RFP	1	240	4.17362270450751e-05	0.8	486.958720822271
Cytoplasm_Correlation_RWC_GFP_DAPI	1	240	4.17362270450751e-05	0.8	251.097720567983
Cytoplasm_Correlation_RWC_GFP_RFP	1	240	4.17362270450751e-05	0.8	617.848989409661
Cytoplasm_Correlation_RWC_RFP_DAPI	1	240	4.17362270450751e-05	0.8	348.919637392121
Cytoplasm_Correlation_RWC_RFP_GFP	1	240	4.17362270450751e-05	0.8	82.7604562651287
Cytoplasm_Granularity_10_DAPI	1	240	4.17362270450751e-05	0.8	1020.44000831219
Cytoplasm_Granularity_10_GFP	1	240	4.17362270450751e-05	0.8	1039.89073772067
Cytoplasm_Granularity_10_RFP	1	240	4.17362270450751e-05	0.8	685.498391689895
Cytoplasm_Granularity_11_DAPI	1	240	4.17362270450751e-05	0.8	766.065330569388
Cytoplasm_Granularity_11_GFP	1	240	4.17362270450751e-05	0.8	1821.02503107213
Cytoplasm_Granularity_11_RFP	1	240	4.17362270450751e-05	0.8	1936.45825406408
Cytoplasm_Granularity_12_DAPI	1	240	4.17362270450751e-05	0.8	808.218562872539
Cytoplasm_Granularity_12_GFP	1	240	4.17362270450751e-05	0.8	18590.3846237767
Cytoplasm_Granularity_12_RFP	1	240	4.17362270450751e-05	0.8	787.351654271084
Cytoplasm_Granularity_13_DAPI	1	240	4.17362270450751e-05	0.8	971.100771226763
Cytoplasm_Granularity_13_GFP	1	240	4.17362270450751e-05	0.8	16504.7026318902
Cytoplasm_Granularity_13_RFP	1	240	4.17362270450751e-05	0.8	889.18121488963
Cytoplasm_Granularity_14_DAPI	1	240	4.17362270450751e-05	0.8	570.917462107596
Cytoplasm_Granularity_14_GFP	1	240	4.17362270450751e-05	0.8	2896.73009895654
Cytoplasm_Granularity_14_RFP	1	240	4.17362270450751e-05	0.8	3225.89666154617
Cytoplasm_Granularity_15_DAPI	1	240	4.17362270450751e-05	0.8	987.811064366652
Cytoplasm_Granularity_15_GFP	1	240	4.17362270450751e-05	0.8	1112.84212783239
Cytoplasm_Granularity_15_RFP	1	240	4.17362270450751e-05	0.8	1391.44353411392
Cytoplasm_Granularity_16_DAPI	1	240	4.17362270450751e-05	0.8	1838.73337618596
Cytoplasm_Granularity_16_GFP	1	240	4.17362270450751e-05	0.8	581.117442852705
Cytoplasm_Granularity_16_RFP	1	240	4.17362270450751e-05	0.8	607.983245854787
Cytoplasm_Granularity_1_DAPI	1	240	4.17362270450751e-05	0.8	99.7909677930683
Cytoplasm_Granularity_1_GFP	1	240	4.17362270450751e-05	0.8	175.765500473185
Cytoplasm_Granularity_1_RFP	1	240	4.17362270450751e-05	0.8	65.3343505831488
Cytoplasm_Granularity_2_DAPI	1	240	4.17362270450751e-05	0.8	255.40145521402
Cytoplasm_Granularity_2_GFP	1	240	4.17362270450751e-05	0.8	660.021390668088
Cytoplasm_Granularity_2_RFP	1	240	4.17362270450751e-05	0.8	624.579725084216
Cytoplasm_Granularity_3_DAPI	1	240	4.17362270450751e-05	0.8	19478.4468302547
Cytoplasm_Granularity_3_GFP	1	240	4.17362270450751e-05	0.8	495.923053533335
Cytoplasm_Granularity_3_RFP	1	240	4.17362270450751e-05	0.8	359.132382377802
Cytoplasm_Granularity_4_DAPI	1	240	4.17362270450751e-05	0.8	2391.92379774842
Cytoplasm_Granularity_4_GFP	1	240	4.17362270450751e-05	0.8	1036.21722927402
Cytoplasm_Granularity_4_RFP	1	240	4.17362270450751e-05	0.8	713.656839958408
Cytoplasm_Granularity_5_DAPI	1	240	4.17362270450751e-05	0.8	732.940403481351
Cytoplasm_Granularity_5_GFP	1	240	4.17362270450751e-05	0.8	1267.2756056735
Cytoplasm_Granularity_5_RFP	1	240	4.17362270450751e-05	0.8	1988.71864446056
Cytoplasm_Granularity_6_DAPI	1	240	4.17362270450751e-05	0.8	428.224514850779
Cytoplasm_Granularity_6_GFP	1	240	4.17362270450751e-05	0.8	1185.48289896394
Cytoplasm_Granularity_6_RFP	1	240	4.17362270450751e-05	0.8	1438.95486817796
Cytoplasm_Granularity_7_DAPI	1	240	4.17362270450751e-05	0.8	362.991863326177
Cytoplasm_Granularity_7_GFP	1	240	4.17362270450751e-05	0.8	862.076110584713
Cytoplasm_Granularity_7_RFP	1	240	4.17362270450751e-05	0.8	2196.52923728557
Cytoplasm_Granularity_8_DAPI	1	240	4.17362270450751e-05	0.8	222.823720432543
Cytoplasm_Granularity_8_GFP	1	240	4.17362270450751e-05	0.8	531.405011499304
Cytoplasm_Granularity_8_RFP	1	240	4.17362270450751e-05	0.8	2313.17230717634
Cytoplasm_Granularity_9_DAPI	1	240	4.17362270450751e-05	0.8	472.071191973842
Cytoplasm_Granularity_9_GFP	1	240	4.17362270450751e-05	0.8	23228.1364349222
Cytoplasm_Granularity_9_RFP	1	240	4.17362270450751e-05	0.8	1375.95494654316
Cytoplasm_Intensity_IntegratedIntensityEdge_DAPI	1	240	4.17362270450751e-05	0.8	142.498256104915
Cytoplasm_Intensity_IntegratedIntensityEdge_GFP	1	240	4.17362270450751e-05	0.8	392.981594634466
Cytoplasm_Intensity_IntegratedIntensityEdge_RFP	1	240	4.17362270450751e-05	0.8	156.637946646516
Cytoplasm_Intensity_IntegratedIntensity_DAPI	1	240	4.17362270450751e-05	0.8	78.3530097899463
Cytoplasm_Intensity_IntegratedIntensity_GFP	1	240	4.17362270450751e-05	0.8	68.5352075129002
Cytoplasm_Intensity_IntegratedIntensity_RFP	1	240	4.17362270450751e-05	0.8	70.0790028207433
Cytoplasm_Intensity_LowerQuartileIntensity_DAPI	1	240	4.17362270450751e-05	0.8	41.1560630978932
Cytoplasm_Intensity_LowerQuartileIntensity_GFP	1	240	4.17362270450751e-05	0.8	237.279031705921
Cytoplasm_Intensity_LowerQuartileIntensity_RFP	1	240	4.17362270450751e-05	0.8	165.450059195753
Cytoplasm_Intensity_MADIntensity_DAPI	1	240	4.17362270450751e-05	0.8	351.016487720953
Cytoplasm_Intensity_MADIntensity_GFP	1	240	4.17362270450751e-05	0.8	105.815951727703
Cytoplasm_Intensity_MADIntensity_RFP	1	240	4.17362270450751e-05	0.8	1028.65069226129
Cytoplasm_Intensity_MassDisplacement_DAPI	1	240	4.17362270450751e-05	0.8	3051.56480744209
Cytoplasm_Intensity_MassDisplacement_GFP	1	240	4.17362270450751e-05	0.8	2285.47314400863
Cytoplasm_Intensity_MassDisplacement_RFP	1	240	4.17362270450751e-05	0.8	780.860785442055
Cytoplasm_Intensity_MaxIntensityEdge_DAPI	1	240	4.17362270450751e-05	0.8	150.266983491993
Cytoplasm_Intensity_MaxIntensityEdge_GFP	1	240	4.17362270450751e-05	0.8	886.345532061262
Cytoplasm_Intensity_MaxIntensityEdge_RFP	1	240	4.17362270450751e-05	0.8	370.329382674593
Cytoplasm_Intensity_MaxIntensity_DAPI	1	240	4.17362270450751e-05	0.8	150.266983491993
Cytoplasm_Intensity_MaxIntensity_GFP	1	240	4.17362270450751e-05	0.8	419.989565300903
Cytoplasm_Intensity_MaxIntensity_RFP	1	240	4.17362270450751e-05	0.8	292.277304886697
Cytoplasm_Intensity_MeanIntensityEdge_DAPI	1	240	4.17362270450751e-05	0.8	59.0726967756644
Cytoplasm_Intensity_MeanIntensityEdge_GFP	1	240	4.17362270450751e-05	0.8	177.276122016532
Cytoplasm_Intensity_MeanIntensityEdge_RFP	1	240	4.17362270450751e-05	0.8	344.286084039349
Cytoplasm_Intensity_MeanIntensity_DAPI	1	240	4.17362270450751e-05	0.8	66.666831977586
Cytoplasm_Intensity_MeanIntensity_GFP	1	240	4.17362270450751e-05	0.8	195.053100120184
Cytoplasm_Intensity_MeanIntensity_RFP	1	240	4.17362270450751e-05	0.8	230.915719758008
Cytoplasm_Intensity_MedianIntensity_DAPI	1	240	4.17362270450751e-05	0.8	52.5360311119919
Cytoplasm_Intensity_MedianIntensity_GFP	1	240	4.17362270450751e-05	0.8	119.040436559345
Cytoplasm_Intensity_MedianIntensity_RFP	1	240	4.17362270450751e-05	0.8	222.605428542988
Cytoplasm_Intensity_MinIntensityEdge_DAPI	1	240	4.17362270450751e-05	0.8	30.6620286248888
Cytoplasm_Intensity_MinIntensityEdge_GFP	1	240	4.17362270450751e-05	0.8	137.686147207606
Cytoplasm_Intensity_MinIntensityEdge_RFP	1	240	4.17362270450751e-05	0.8	677.41241295104
Cytoplasm_Intensity_MinIntensity_DAPI	1	240	4.17362270450751e-05	0.8	31.5721802401845
Cytoplasm_Intensity_MinIntensity_GFP	1	240	4.17362270450751e-05	0.8	268.252036314165
Cytoplasm_Intensity_MinIntensity_RFP	1	240	4.17362270450751e-05	0.8	437.844720080624
Cytoplasm_Intensity_StdIntensityEdge_DAPI	1	240	4.17362270450751e-05	0.8	119.838892315068
Cytoplasm_Intensity_StdIntensityEdge_GFP	1	240	4.17362270450751e-05	0.8	711.795068020593
Cytoplasm_Intensity_StdIntensityEdge_RFP	1	240	4.17362270450751e-05	0.8	457.695781731868
Cytoplasm_Intensity_StdIntensity_DAPI	1	240	4.17362270450751e-05	0.8	170.275245852189
Cytoplasm_Intensity_StdIntensity_GFP	1	240	4.17362270450751e-05	0.8	488.505905852638
Cytoplasm_Intensity_StdIntensity_RFP	1	240	4.17362270450751e-05	0.8	816.580939032635
Cytoplasm_Intensity_UpperQuartileIntensity_DAPI	1	240	4.17362270450751e-05	0.8	75.4820811016745
Cytoplasm_Intensity_UpperQuartileIntensity_GFP	1	240	4.17362270450751e-05	0.8	198.477349374315
Cytoplasm_Intensity_UpperQuartileIntensity_RFP	1	240	4.17362270450751e-05	0.8	266.590895989671
Cytoplasm_Location_CenterMassIntensity_X_DAPI	1	240	4.17362270450751e-05	0.8	325354.609328992
Cytoplasm_Location_CenterMassIntensity_X_GFP	1	240	4.17362270450751e-05	0.8	210007.184767418
Cytoplasm_Location_CenterMassIntensity_X_RFP	1	240	4.17362270450751e-05	0.8	274499.726720098
Cytoplasm_Location_CenterMassIntensity_Y_DAPI	1	240	4.17362270450751e-05	0.8	10415.4934614376
Cytoplasm_Location_CenterMassIntensity_Y_GFP	1	240	4.17362270450751e-05	0.8	10670.5293156829
Cytoplasm_Location_CenterMassIntensity_Y_RFP	1	240	4.17362270450751e-05	0.8	9703.95891576038
Cytoplasm_Location_CenterMassIntensity_Z_DAPI	1	240	4.17362270450751e-05	Cytoplasm_Location_CenterMassIntensity_Z_DAPI	1
Cytoplasm_Location_CenterMassIntensity_Z_GFP	1	240	4.17362270450751e-05	Cytoplasm_Location_CenterMassIntensity_Z_GFP	1
Cytoplasm_Location_CenterMassIntensity_Z_RFP	1	240	4.17362270450751e-05	Cytoplasm_Location_CenterMassIntensity_Z_RFP	1
Cytoplasm_Location_Center_X	1	240	4.17362270450751e-05	0.8	380113.02746635
Cytoplasm_Location_Center_Y	1	240	4.17362270450751e-05	0.8	10483.423528054
Cytoplasm_Location_MaxIntensity_X_DAPI	1	240	4.17362270450751e-05	0.8	245344.976021366
Cytoplasm_Location_MaxIntensity_X_GFP	1	240	4.17362270450751e-05	0.8	56597.2923611755
Cytoplasm_Location_MaxIntensity_X_RFP	1	240	4.17362270450751e-05	0.8	27532.4928983416
Cytoplasm_Location_MaxIntensity_Y_DAPI	1	240	4.17362270450751e-05	0.8	35429.7003711864
Cytoplasm_Location_MaxIntensity_Y_GFP	1	240	4.17362270450751e-05	0.8	6175.4425229847
Cytoplasm_Location_MaxIntensity_Y_RFP	1	240	4.17362270450751e-05	0.8	7027.6561990586
Cytoplasm_Location_MaxIntensity_Z_DAPI	1	240	4.17362270450751e-05	Cytoplasm_Location_MaxIntensity_Z_DAPI	1
Cytoplasm_Location_MaxIntensity_Z_GFP	1	240	4.17362270450751e-05	Cytoplasm_Location_MaxIntensity_Z_GFP	1
Cytoplasm_Location_MaxIntensity_Z_RFP	1	240	4.17362270450751e-05	Cytoplasm_Location_MaxIntensity_Z_RFP	1
Cytoplasm_RadialDistribution_FracAtD_DAPI_1of4	1	240	4.17362270450751e-05	0.8	2603.05847611709
Cytoplasm_RadialDistribution_FracAtD_DAPI_2of4	1	240	4.17362270450751e-05	0.8	2429.91464570486
Cytoplasm_RadialDistribution_FracAtD_DAPI_3of4	1	240	4.17362270450751e-05	0.8	1381.13131249511
Cytoplasm_RadialDistribution_FracAtD_DAPI_4of4	1	240	4.17362270450751e-05	0.8	1573.5355146558
Cytoplasm_RadialDistribution_FracAtD_GFP_1of4	1	240	4.17362270450751e-05	0.8	1525.75793170821
Cytoplasm_RadialDistribution_FracAtD_GFP_2of4	1	240	4.17362270450751e-05	0.8	2929.73407588428
Cytoplasm_RadialDistribution_FracAtD_GFP_3of4	1	240	4.17362270450751e-05	0.8	4586.58829442874
Cytoplasm_RadialDistribution_FracAtD_GFP_4of4	1	240	4.17362270450751e-05	0.8	35756.2191238088
Cytoplasm_RadialDistribution_FracAtD_RFP_1of4	1	240	4.17362270450751e-05	0.8	1589.64203886297
Cytoplasm_RadialDistribution_FracAtD_RFP_2of4	1	240	4.17362270450751e-05	0.8	1703.90204176986
Cytoplasm_RadialDistribution_FracAtD_RFP_3of4	1	240	4.17362270450751e-05	0.8	35262.1537140823
Cytoplasm_RadialDistribution_FracAtD_RFP_4of4	1	240	4.17362270450751e-05	0.8	7837.73166427337
Cytoplasm_RadialDistribution_MeanFrac_DAPI_1of4	1	240	4.17362270450751e-05	0.8	166.37847715006
Cytoplasm_RadialDistribution_MeanFrac_DAPI_2of4	1	240	4.17362270450751e-05	0.8	455.70405242959
Cytoplasm_RadialDistribution_MeanFrac_DAPI_3of4	1	240	4.17362270450751e-05	0.8	475.456162335175
Cytoplasm_RadialDistribution_MeanFrac_DAPI_4of4	1	240	4.17362270450751e-05	0.8	482.322410158519
Cytoplasm_RadialDistribution_MeanFrac_GFP_1of4	1	240	4.17362270450751e-05	0.8	1657.6988723675
Cytoplasm_RadialDistribution_MeanFrac_GFP_2of4	1	240	4.17362270450751e-05	0.8	1678.3729979885
Cytoplasm_RadialDistribution_MeanFrac_GFP_3of4	1	240	4.17362270450751e-05	0.8	8118.02918714231
Cytoplasm_RadialDistribution_MeanFrac_GFP_4of4	1	240	4.17362270450751e-05	0.8	33977.9546989819
Cytoplasm_RadialDistribution_MeanFrac_RFP_1of4	1	240	4.17362270450751e-05	0.8	622.785417989137
Cytoplasm_RadialDistribution_MeanFrac_RFP_2of4	1	240	4.17362270450751e-05	0.8	390.957190832623
Cytoplasm_RadialDistribution_MeanFrac_RFP_3of4	1	240	4.17362270450751e-05	0.8	758.980873919637
Cytoplasm_RadialDistribution_MeanFrac_RFP_4of4	1	240	4.17362270450751e-05	0.8	525.890113355283
Cytoplasm_RadialDistribution_RadialCV_DAPI_1of4	1	240	4.17362270450751e-05	0.8	14947.3971823389
Cytoplasm_RadialDistribution_RadialCV_DAPI_2of4	1	240	4.17362270450751e-05	0.8	5784.04461468423
Cytoplasm_RadialDistribution_RadialCV_DAPI_3of4	1	240	4.17362270450751e-05	0.8	916.290279611194
Cytoplasm_RadialDistribution_RadialCV_DAPI_4of4	1	240	4.17362270450751e-05	0.8	256.867956739592
Cytoplasm_RadialDistribution_RadialCV_GFP_1of4	1	240	4.17362270450751e-05	0.8	1383.04402556044
Cytoplasm_RadialDistribution_RadialCV_GFP_2of4	1	240	4.17362270450751e-05	0.8	596.838807453954
Cytoplasm_RadialDistribution_RadialCV_GFP_3of4	1	240	4.17362270450751e-05	0.8	312.589750934154
Cytoplasm_RadialDistribution_RadialCV_GFP_4of4	1	240	4.17362270450751e-05	0.8	42506.5953827392
Cytoplasm_RadialDistribution_RadialCV_RFP_1of4	1	240	4.17362270450751e-05	0.8	7937.39760885024
Cytoplasm_RadialDistribution_RadialCV_RFP_2of4	1	240	4.17362270450751e-05	0.8	2829.03380742305
Cytoplasm_RadialDistribution_RadialCV_RFP_3of4	1	240	4.17362270450751e-05	0.8	2318.29969073532
Cytoplasm_RadialDistribution_RadialCV_RFP_4of4	1	240	4.17362270450751e-05	0.8	1596.64334239199
Cytoplasm_Texture_AngularSecondMoment_DAPI_3_00_256	1	240	4.17362270450751e-05	0.8	63.10193330155
Cytoplasm_Texture_AngularSecondMoment_DAPI_3_01_256	1	240	4.17362270450751e-05	0.8	64.0224408760906
Cytoplasm_Texture_AngularSecondMoment_DAPI_3_02_256	1	240	4.17362270450751e-05	0.8	62.9809756930666
Cytoplasm_Texture_AngularSecondMoment_DAPI_3_03_256	1	240	4.17362270450751e-05	0.8	63.0590680568442
Cytoplasm_Texture_AngularSecondMoment_GFP_3_00_256	1	240	4.17362270450751e-05	0.8	80.3552371832098
Cytoplasm_Texture_AngularSecondMoment_GFP_3_01_256	1	240	4.17362270450751e-05	0.8	80.3716014638033
Cytoplasm_Texture_AngularSecondMoment_GFP_3_02_256	1	240	4.17362270450751e-05	0.8	77.0075075399122
Cytoplasm_Texture_AngularSecondMoment_GFP_3_03_256	1	240	4.17362270450751e-05	0.8	79.0717822228319
Cytoplasm_Texture_AngularSecondMoment_RFP_3_00_256	1	240	4.17362270450751e-05	0.8	1997.78201523956
Cytoplasm_Texture_AngularSecondMoment_RFP_3_01_256	1	240	4.17362270450751e-05	0.8	1554.23166919194
Cytoplasm_Texture_AngularSecondMoment_RFP_3_02_256	1	240	4.17362270450751e-05	0.8	2016.17791852936
Cytoplasm_Texture_AngularSecondMoment_RFP_3_03_256	1	240	4.17362270450751e-05	0.8	2856.01416681254
Cytoplasm_Texture_Contrast_DAPI_3_00_256	1	240	4.17362270450751e-05	0.8	127.425544735436
Cytoplasm_Texture_Contrast_DAPI_3_01_256	1	240	4.17362270450751e-05	0.8	161.544286025206
Cytoplasm_Texture_Contrast_DAPI_3_02_256	1	240	4.17362270450751e-05	0.8	169.977672675196
Cytoplasm_Texture_Contrast_DAPI_3_03_256	1	240	4.17362270450751e-05	0.8	171.007766743756
Cytoplasm_Texture_Contrast_GFP_3_00_256	1	240	4.17362270450751e-05	0.8	2388.88056579933
Cytoplasm_Texture_Contrast_GFP_3_01_256	1	240	4.17362270450751e-05	0.8	1541.06100682767
Cytoplasm_Texture_Contrast_GFP_3_02_256	1	240	4.17362270450751e-05	0.8	896.706024354125
Cytoplasm_Texture_Contrast_GFP_3_03_256	1	240	4.17362270450751e-05	0.8	859.766149633988
Cytoplasm_Texture_Contrast_RFP_3_00_256	1	240	4.17362270450751e-05	0.8	440.796923764909
Cytoplasm_Texture_Contrast_RFP_3_01_256	1	240	4.17362270450751e-05	0.8	995.792734002362
Cytoplasm_Texture_Contrast_RFP_3_02_256	1	240	4.17362270450751e-05	0.8	1070.70232658542
Cytoplasm_Texture_Contrast_RFP_3_03_256	1	240	4.17362270450751e-05	0.8	1145.04291387436
Cytoplasm_Texture_Correlation_DAPI_3_00_256	1	240	4.17362270450751e-05	0.8	1472.19313199283
Cytoplasm_Texture_Correlation_DAPI_3_01_256	1	240	4.17362270450751e-05	0.8	1737.39859382199
Cytoplasm_Texture_Correlation_DAPI_3_02_256	1	240	4.17362270450751e-05	0.8	1306.34952786684
Cytoplasm_Texture_Correlation_DAPI_3_03_256	1	240	4.17362270450751e-05	0.8	725.586439472084
Cytoplasm_Texture_Correlation_GFP_3_00_256	1	240	4.17362270450751e-05	0.8	208.67346607332
Cytoplasm_Texture_Correlation_GFP_3_01_256	1	240	4.17362270450751e-05	0.8	342.859613275181
Cytoplasm_Texture_Correlation_GFP_3_02_256	1	240	4.17362270450751e-05	0.8	294.337904756276
Cytoplasm_Texture_Correlation_GFP_3_03_256	1	240	4.17362270450751e-05	0.8	188.383658368007
